Basketball Players New2 - Person → Positionnew,Basketball Players New2 - Person → Height Ft In,Player Eligibility 2024 - Name → Eligibility Year,Basketball Conferences Tiers - Conference → Conference Name,Basketball Conferences Tiers - Conference → Conf Tier,Overall Dataset - Person → Pts/100 Poss,Dataset for conditionals - Person → 3fg% Conditional,Overall Dataset - Person → Reb/100 Poss,Overall Dataset - Person → Blk/40,Dataset for conditionals - Person → Blk/40 Conditional,Dataset for conditionals - Person → A:to Conditional,Dataset for conditionals - Person → 3fg/fga,Tv Name,Name,Dataset for conditionals - Person → Rebs/100 Conditional,Dataset for conditionals - Person → 3fga/fga Conditional,Dataset for conditionals - Person → Ft% Conditional,Dataset for conditionals - Person → Pts/100 Conditional,Basketball Teams - Team → Team Name,Assists Turnover Ratio,Three Pointers Percentage,Free Throws Percentage
3 | 4,"6' 07""",2.0,Horizon,Low,22.165687963065057,1,9.288478765474881,0.6554710583363524,0,1,0.3373493975903614,,"John Lovelace, Jr.",0,0,1,0,Youngstown St.,1.038462,0.375,0.733333
1 | 2,"6' 03""",4.5,WCC,Mid,20.21324933580122,0,0.0,2.6681489123257607,,0,0.5,,Noah Taitz,,1,0,0,LMU (CA),0.0,0.333333,0.0
2 | 3,"6' 06""",3.0,Big Sky,Low,28.248468931621296,1,5.684857855533746,0.23911567062451222,,0,0.48,,Trenton McLaughlin,0,1,1,0,Northern Ariz.,0.967742,0.338542,0.752066
2 | 3,"6' 06""",,Southland,Other,,0,,0.6162932544553977,,1,0.43636363636363634,,Cameron  Jones,,1,1,,McNeese,1.588235,0.208333,0.8
1,"6' 01""",5.5,MVC,Mid,19.477589228557335,1,5.205217811079978,0.46343229543808834,,0,0.37831858407079644,,Xavier Johnson,,0,1,,Southern Ill.,1.818182,0.368421,0.896861
1,"6' 01""",5.5,MVC,Mid,,1,,0.3009899746503798,,0,0.37831858407079644,,Xavier Johnson,,0,1,,Southern Ill.,1.818182,0.368421,0.896861
1 | 2,"6' 04""",1.0,SoCon,Other,18.86106744819383,1,7.456701084169652,0.29388174861139216,,0,0.8666666666666667,,Maki Johnson,,1,0,0,ETSU,1.111111,0.369231,0.0
3 | 4,"6' 08""",4.5,Patriot,Low,1.8958873463738783,0,9.479436731869392,0.0,0,0,0.0,,Andrew Patnode,0,0,0,0,Boston U.,0.25,0.0,0.25
1,"5' 11""",2.0,WCC,Mid,0.0,0,0.0,0.0,,0,1.0,,Kevin Carney,,1,0,0,LMU (CA),0.0,0.0,0.0
1 | 2,"6' 04""",2.0,NEC,Low,,0,,0.6324610641157404,,0,0.65,,TJ Holloway,,1,1,,Central Conn. St.,0.5,0.230769,1.0
1 | 2,"6' 04""",2.0,MAAC,Low,28.740024328574297,0,7.185006082143574,0.0,,0,0.0,,Ryan McPartlan,,0,0,1,Fairfield,0.0,0.0,0.0
2 | 3,"6' 05""",3.0,SEC,High,30.291639471665526,1,6.190389537806306,0.27650406602201505,,0,0.2835249042145594,,Tamar Bates,0,0,1,0,Missouri,0.777778,0.391892,0.928571
1 | 2,"6' 03""",1.0,MVC,Mid,,0,,0.0,,0,0.0,,Sheridan Sharp,,0,1,,Southern Ill.,0.0,0.0,0.75
1 | 2,"6' 04""",3.0,MAC,Mid,14.804644144650402,1,4.694155460498908,0.0,,0,0.6842105263157895,,Brandon Muntu,,1,1,0,Western Mich.,0.75,0.423077,1.0
4 | 5,"7' 00""",1.0,NEC,Low,,,,1.0954714812802588,1,,0.11382113821138211,,Nikola Djapa,,0,0,,LIU,0.351351,0.285714,0.585366
2 | 3,"6' 05""",5.0,MEAC,Other,19.07350481817021,1,7.629401927268085,0.0,,1,0.6153846153846154,,Daman Tate,0,1,0,0,Norfolk St.,5.0,0.5,0.5
1,"5' 09""",4.5,Southland,Other,15.97004668680981,1,3.2214257265238673,0.0,,1,0.3584070796460177,,Roscoe Eastmond,,0,1,0,Southeastern La.,2.0,0.37037,0.794118
2 | 3,"6' 05""",5.0,MAAC,Low,22.970879176473765,1,12.2298662282152,0.289262922963003,,0,0.2230769230769231,,Kwane Marble II,1,0,1,0,Niagara,0.846154,0.37931,0.780822
4 | 5,"6' 11""",5.0,Big Ten,High,21.65404036961565,,11.811294747063082,0.0,0,,0.0,,Jack Wilson,0,0,0,1,Minnesota,0.6,0.0,0.25
4 | 5,"6' 11""",5.0,Big Ten,High,,,,0.0,0,,0.0,,Jack Wilson,0,0,0,1,Minnesota,0.6,0.0,0.25
3 | 4,"6' 07""",2.0,Big South,Low,30.02360430360617,0,14.309691138021652,1.0003410253495508,1,1,0.2974683544303797,,Kimani Hamilton,1,0,1,1,High Point,1.369565,0.297872,0.786164
4 | 5,"6' 09""",2.0,NEC,Low,,,,4.091373984901347,1,,0.5,,Brody Limric,,0,0,,Central Conn. St.,0.0,0.5,0.0
4 | 5,"6' 10""",3.0,Summit League,Mid,35.67791969079663,,13.18331399427369,0.4259224521226884,0,,0.12350597609561753,,Andrew Morgan,0,0,1,0,North Dakota St.,0.409836,0.354839,0.685714
4 | 5,"7' 00""",3.0,MEAC,Other,6.051069219570769,,9.966466949881267,3.4882634324584436,1,,0.0,,Dallas James,0,0,0,0,South Carolina St.,0.25,0.0,0.166667
1 | 2,"6' 03""",4.5,DI Independent,Other,18.544888965842805,0,6.0237048100730295,0.30795344815541886,,0,0.5317073170731708,,Brent Davis,,1,1,0,Chicago St.,0.708333,0.33945,0.753086
1 | 2,"6' 02""",3.0,DI Independent,Other,17.669291620587007,0,2.650393743088051,0.0,,0,0.39473684210526316,,Kedrick Green,,0,0,0,Chicago St.,1.172414,0.3,0.647059
1 | 2,"6' 04""",2.0,Ivy League,Low,19.29638761810706,0,5.535848906833993,0.16370296053066236,,0,0.32019704433497537,,Avery Brown,,0,1,0,Columbia,1.111111,0.230769,0.744898
1,"6' 01""",5.0,Big 12,High,21.769123952048083,0,3.5622202830624135,0.1325937549806565,,0,0.7225130890052356,,John-Michael Wright,,1,1,1,Oklahoma St.,1.470588,0.333333,0.75
1 | 2,"6' 04""",4.5,Atlantic 10,Mid,30.353760411716145,1,6.9639550071767715,0.2611483127691289,,0,0.35947712418300654,,Jaden House,,0,0,1,Rhode Island,0.690909,0.363636,0.675439
3 | 4,"6' 08""",2.0,CAA,Low,18.31274761606726,1,4.578186904016815,0.0,0,1,0.75,,Sam Perez,0,1,0,0,Campbell,2.5,0.333333,0.0
2 | 3,"6' 06""",3.0,MAAC,Low,19.722129660962885,0,11.255037345785102,0.49873238880864257,,0,0.4233576642335766,,Louis Bleechmore,1,1,1,0,Fairfield,0.594595,0.310345,0.784615
1 | 2,"6' 02""",4.5,CUSA,Mid,20.219251601811724,0,5.0901612424141405,0.43266370560520195,,1,0.5381526104417671,,Christian Cook,,1,1,0,New Mexico St.,1.52381,0.328358,0.872727
4 | 5,"7' 00""",4.5,SoCon,Other,21.838694458122244,,14.421779359137334,3.9103624605203793,1,,0.125,,Zach Loveday,0,0,0,0,Samford,0.6,0.0,0.555556
1 | 2,"6' 03""",4.5,Big Sky,Low,20.71971000691502,1,6.722043322854109,0.2570193035208924,,0,0.6456310679611651,,Austin Patterson,,1,1,0,Sacramento St.,1.146341,0.406015,0.702703
1 | 2,"6' 04""",2.0,SEC,High,0.0,0,0.0,0.0,,0,,,Walker Horn,,,0,0,Kentucky,0.0,0.0,0.0
4 | 5,"6' 09""",2.0,MAAC,Low,31.857491592358635,,10.252985799839562,0.6347086447519729,0,,0.06060606060606061,,Max Allen II,0,0,1,1,Marist,1.05,0.166667,0.653333
3 | 4,"6' 07""",4.5,Mountain West,Mid,26.553293671444077,1,9.257769955719692,0.4808299124288522,0,0,0.5434782608695652,,Chibuzo Agbo,0,1,1,1,Boise St.,0.657143,0.42,0.730769
2 | 3,"6' 06""",4.5,Big Sky,Low,27.30559904935107,1,15.294338470457634,0.22100719465163915,,0,0.24489795918367346,,KJ Allen,0,0,1,0,Portland St.,0.833333,0.383333,0.791367
4 | 5,"6' 11""",1.0,SEC,High,17.645626055709382,,8.822813027854691,0.5368246800046798,0,,0.6434782608695652,,Jarin Stevenson,0,1,1,1,Alabama,0.387097,0.310811,0.741935
2 | 3,"6' 05""",2.0,SoCon,Other,6.6836318664477234,0,11.027992579638743,1.5439189611494242,,1,0.2413793103448276,,TJ Grant,0,0,0,0,Mercer,1.6,0.0,0.4
1 | 2,"6' 04""",4.5,Big Ten,High,25.43517910339541,1,15.896986939622128,0.0,,0,0.18421052631578946,,Austin Williams,,0,0,0,Rutgers,0.571429,0.357143,0.387097
1 | 2,"6' 04""",4.5,Big Ten,High,15.560932284274095,1,9.266622596253114,0.8322476143049966,,0,0.18421052631578946,,Austin Williams,,0,0,0,Rutgers,0.571429,0.357143,0.387097
1 | 2,"6' 03""",1.0,WAC,Mid,18.88700585509545,0,8.615125477762836,0.23194568593976866,,0,0.15425531914893617,,Prophet Johnson,,0,1,1,Southern Utah,1.325581,0.206897,0.795699
2 | 3,"6' 05""",2.0,MEAC,Other,7.0617833866074715,0,3.5308916933037358,1.1828487172567514,,0,0.5833333333333334,,Ronnie Williams,0,1,0,0,Coppin St.,0.0,0.0,0.0
1,"5' 10""",4.5,MAC,Mid,21.673177246764734,1,6.733414290257003,0.07259462281683332,,0,0.5935828877005348,,B. Artis White,,1,1,0,Western Mich.,1.690476,0.378378,0.787879
1,"6' 01""",3.0,SoCon,Other,24.14431078393273,0,8.367472784907905,0.47075018644863553,,0,0.27837837837837837,,Quimari Peterson,,0,1,0,ETSU,1.588235,0.271845,0.761905
2 | 3,"6' 06""",4.5,SEC,High,35.18794096886277,1,7.470065680540701,0.33025553535022045,,1,0.4148936170212766,,Antonio Reeves,0,1,1,1,Kentucky,1.40625,0.448718,0.875
2 | 3,"6' 06""",4.5,ACC,High,23.789473070879016,0,17.715565052782246,1.4374915642829023,,0,0.3469387755102041,,Cam'Ron Fletcher,1,0,0,1,Florida St.,0.583333,0.294118,0.571429
1 | 2,"6' 03""",5.0,ACC,High,19.88774895541511,1,2.2947402640863586,0.5124919923126201,,1,0.9047619047619048,,Alex Hemenway,,1,0,0,Clemson,1.75,0.421053,0.5
1 | 2,"6' 04""",3.0,CUSA,Mid,18.687340830559172,1,12.893449132001528,0.45045467853574955,,0,0.30392156862745096,,Damon Nicholas Jr.,,0,0,0,Sam Houston,1.269231,0.403226,0.627451
4 | 5,"6' 11""",5.0,CUSA,Mid,18.21085258220309,,17.25238665682398,2.149359837662654,1,,0.10569105691056911,,Souleymane Doumbia,0,0,1,0,Sam Houston,0.485714,0.153846,0.65
1 | 2,"6' 02""",2.0,MVC,Mid,,0,,0.0,,1,0.10344827586206896,,Trey Miller,,0,1,,Southern Ill.,1.6,0.333333,1.0
4 | 5,"7' 00""",5.0,SEC,High,17.99318436212185,,15.43491170400026,0.9550884590320603,0,,0.007194244604316547,,Russel Tchewa,1,0,1,0,Georgia,0.537037,0.0,0.6875
3 | 4,"6' 07""",2.0,Big 12,High,26.675855342878556,0,13.337927671439278,4.401516131574962,1,0,0.0,,KyeRon Lindsay,1,0,0,1,Texas Tech,0.25,0.0,0.5
3 | 4,"6' 08""",1.0,Big 12,High,11.296563212119459,1,8.215682336086878,0.6777937927271676,0,0,0.5555555555555556,,Eemeli Yalaho,1,1,0,1,Texas Tech,0.4,0.4,0.142857
2 | 3,"6' 06""",,Atlantic 10,Mid,9.324241112906584,0,11.189089335487903,1.056747326129413,,1,0.1951219512195122,,Shawn  Simmons II,1,0,0,0,Saint Joseph's,1.25,0.0,0.4
1 | 2,"6' 04""",2.0,MAC,Mid,27.299675765290374,0,6.560387199410864,0.3407168835823062,,0,0.5213675213675214,,Seth Hubbard,,1,1,1,Western Mich.,1.108108,0.344262,0.78125
3 | 4,"6' 07""",3.0,SEC,High,16.217474002336804,0,13.256022227997038,0.8884355323019292,0,0,0.2765957446808511,,Chaney Johnson,1,0,1,0,Auburn,0.761905,0.192308,0.72
4 | 5,"6' 09""",3.0,MVC,Mid,18.5356098525302,,7.530091502590396,1.1816451280988003,1,,0.8484848484848485,,Eric Northweather,0,1,1,0,Drake,0.0,0.321429,0.75
1 | 2,"6' 04""",2.0,ACC,High,9.96893126446347,0,6.3801160092566205,0.17811157192508065,,1,0.42857142857142855,,Dillon Hunter,,1,0,0,Clemson,3.5,0.3,0.444444
4 | 5,"6' 09""",5.0,America East,Low,11.532434806682577,,10.090880455847257,0.5795048490357996,0,,0.03125,,Daniel Schreier,0,0,0,0,NJIT,0.6,0.0,0.6
1 | 2,"6' 02""",3.0,Summit League,Mid,,0,,0.10076116685789141,,1,0.31,,JJ White,,0,1,,Omaha,1.880952,0.258065,0.805556
4 | 5,"6' 11""",2.0,Horizon,Low,11.844656723000357,,11.844656723000357,0.0,0,,0.0,,Dok Muordar,0,0,0,0,Cleveland St.,0.666667,0.0,0.0
1 | 2,"6' 02""",3.0,America East,Low,28.100956348127568,1,6.991944115055437,0.24638279262576301,,0,0.5833333333333334,,Marcus Banks,,1,1,1,UMBC,1.351351,0.359447,0.757576
1 | 2,"6' 02""",3.0,America East,Low,,1,,0.17651385152072263,,0,0.5833333333333334,,Marcus Banks,,1,1,1,UMBC,1.351351,0.359447,0.757576
1 | 2,"6' 03""",2.0,America East,Low,32.27580667471283,1,12.969005954748248,0.47768193878575,,0,0.26436781609195403,,Dion Brown,,0,1,1,UMBC,0.78022,0.356522,0.764706
2 | 3,"6' 05""",4.5,Big 12,High,22.91779570618021,1,5.4041963673962075,0.2642051557393701,,1,0.7181208053691275,,Kerwin Walton,0,1,1,1,Texas Tech,1.555556,0.495327,0.72
1,"6' 01""",4.5,WAC,Mid,,0,,0.3545156426099933,,0,0.32390745501285345,,Elijah Elliott,,0,1,,UTRGV,1.040541,0.246032,0.701987
1 | 2,"6' 02""",5.0,Summit League,Mid,,1,,0.2172879741735751,,1,0.3865546218487395,,Khristion Courseault,,0,1,,Kansas City,1.80597,0.369565,0.701031
3 | 4,"6' 08""",5.0,ACC,High,21.122217143752962,0,14.693716273915106,0.8963166927088214,0,0,0.0,,Jordan Minor,1,0,0,1,Virginia,0.461538,0.0,0.575
4 | 5,"6' 11""",1.0,Big Ten,High,26.128255623585407,,12.70123537257624,2.634599108711529,1,,0.5789473684210527,,Xavier Booker,1,1,0,1,Michigan St.,0.833333,0.363636,0.571429
1 | 2,"6' 03""",4.5,Patriot,Low,24.08810108055803,1,8.422963449737612,0.21096768266632518,,1,0.44214876033057854,,Miles Brewster,,1,0,0,Boston U.,2.275,0.411215,0.692308
2 | 3,"6' 05""",3.0,Patriot,Low,16.340294051018855,0,4.032020609991665,0.14218177940496926,,1,0.6049382716049383,,Ben Palacios,0,1,0,0,Boston U.,1.111111,0.285714,0.454545
2 | 3,"6' 06""",3.0,SoCon,Other,23.50919088609231,1,11.294451137446483,0.5044854841392763,,1,0.6142857142857143,,Jackson Sivills,0,1,1,0,Wofford,1.057143,0.403101,0.763158
1 | 2,"6' 04""",3.0,WAC,Mid,23.155440624901765,0,6.592868511256751,0.6013982495634208,,1,0.2217741935483871,,Drake Allen,,0,0,1,Utah Valley,2.215686,0.181818,0.645161
3 | 4,"6' 08""",5.0,SWAC,Other,8.699560672186053,0,15.788091590263582,1.7528003724700791,1,0,0.0,,Chase Barrs,0,0,0,0,Florida A&M,0.857143,0.0,0.636364
4 | 5,"6' 11""",1.0,ACC,High,15.7171801298632,,14.330370118404682,2.2558776186391887,1,,0.0,,Blake Buchanan,1,0,0,1,Virginia,0.733333,0.0,0.52381
1 | 2,"6' 04""",4.5,Patriot,Low,48.3152032063283,1,28.989121923796983,0.0,,0,0.5,,Evan Haber,,1,0,1,Boston U.,0.0,1.0,0.0
1 | 2,"6' 03""",4.5,ACC,High,23.16089122009788,0,4.810867612483239,0.36837500575585946,,1,0.38405797101449274,,Chase Hunter,,0,1,1,Clemson,1.804348,0.339623,0.848101
1 | 2,"6' 04""",4.5,SoCon,Other,25.92214315167945,1,6.345524625671532,0.2673221012516943,,0,0.45185185185185184,,Robby Carmody,,1,1,0,Mercer,0.538462,0.393443,0.766667
2 | 3,"6' 06""",1.0,Big Ten,High,17.391102727695255,0,9.109625238316564,1.858363548616579,,0,0.0,,Coen Carr,1,0,0,1,Michigan St.,0.4375,0.0,0.547619
1,"6' 01""",3.0,Southland,Other,24.72480428359174,0,8.973481091342176,0.19187975525104015,,0,0.29901960784313725,,Byron Ireland,,0,1,0,Nicholls,0.77551,0.344262,0.794521
3 | 4,"6' 08""",3.0,Southland,Other,12.96168801139555,0,12.707537266074068,2.2987934914327988,1,0,0.0,,Mekhi Collins,0,0,0,0,Nicholls,0.3,0.0,0.372093
3 | 4,"6' 08""",3.0,Southland,Other,,0,,0.15282146651658937,1,0,0.0,,Mekhi Collins,0,0,0,0,Nicholls,0.3,0.0,0.372093
2 | 3,"6' 05""",4.5,SoCon,Other,39.49154918709919,1,15.796619674839675,0.0,,0,0.375,,Grayson Walters,0,0,0,0,Samford,0.0,0.333333,0.5
2 | 3,"6' 05""",3.0,AAC,Mid,11.539154618770334,0,9.878215696371575,0.8068666449337135,,0,0.4700854700854701,,Carlous Williams,1,1,0,0,Tulsa,0.666667,0.309091,0.4375
4 | 5,"7' 00""",1.0,SEC,High,17.554004505057648,,12.735258170335943,1.8586593005355159,1,,0.17333333333333334,,Aaron Bradshaw,1,0,0,1,Kentucky,0.75,0.230769,0.566667
1,"6' 01""",5.0,SoCon,Other,16.670340593822505,0,7.431356650258226,0.3313983371061101,,1,0.6733333333333333,,Jalen Cobb,,1,1,0,Mercer,2.210526,0.336634,0.774194
2 | 3,"6' 05""",2.0,SoCon,Other,5.906639692011883,0,3.5439838152071297,0.0,,1,0.75,,Michael Zanoni,0,1,0,0,Mercer,2.0,0.111111,0.0
2 | 3,"6' 05""",3.0,Big South,Low,16.119646312661857,1,7.097456212291416,0.39697636441629947,,0,0.6521739130434783,,Floyd Rideau Jr.,0,1,1,0,USC Upstate,0.923077,0.346667,0.785714
2 | 3,"6' 05""",1.0,America East,Low,8.67834782733307,0,4.470664032262491,0.2919080632830215,,1,0.5571428571428572,,Ashton Reese,0,1,0,0,UMBC,2.5,0.282051,0.375
3 | 4,"6' 07""",3.0,SoCon,Other,11.338193183334777,0,14.17274147916847,1.1869670988803593,1,1,0.0,,D.J. Hughes,0,0,0,0,ETSU,1.75,0.0,0.285714
4 | 5,"6' 09""",2.0,SoCon,Other,14.619517346297158,,10.387551798684823,2.3198865683729437,1,,0.75,,Braden Ilic,0,1,0,0,ETSU,1.166667,0.333333,0.583333
3 | 4,"6' 07""",5.0,Horizon,Low,21.59009445583428,1,16.43425100369475,1.5564202421146205,1,0,0.5,,Jaylen Bates,1,1,1,0,Youngstown St.,0.75,0.423077,0.75
2 | 3,"6' 05""",3.0,NEC,Low,22.42047091094326,0,14.290668427655053,0.7316822234959387,,1,0.44025157232704404,,Sean Moore,0,1,1,0,FDU,1.0,0.321429,0.724638
1 | 2,"6' 04""",1.0,Ivy League,Low,5.815315246994093,0,10.661411286155836,0.6590690613259972,,1,0.6153846153846154,,Malcolm Wrisby-Jefferson,,1,0,0,Brown,1.6,0.125,0.428571
2 | 3,"6' 05""",4.5,SoCon,Other,31.48234888563191,1,12.279039301434148,0.9435472305312554,,0,0.32567049808429116,,A.J. Staton-McCray,0,0,1,0,Samford,0.723404,0.423529,0.835294
1 | 2,"6' 04""",3.0,WAC,Mid,14.41721186206457,0,9.426638525196065,0.39370078546407095,,0,0.29545454545454547,,Sterling Gaston-Chapman,,0,0,0,UT Arlington,1.166667,0.230769,0.653846
2 | 3,"6' 06""",5.0,Southland,Other,13.737814374007096,1,9.378700197639459,1.406805029645919,,1,0.5402298850574713,,James Glisson III,0,1,1,0,New Orleans,1.0,0.425532,0.727273
1 | 2,"6' 02""",4.5,America East,Low,42.229729729729726,0,21.114864864864863,0.0,,0,0.0,,Ethan Lynch,,0,0,1,UMBC,0.0,0.0,0.0
2 | 3,"6' 05""",3.0,Big Ten,High,11.06250500302256,1,9.86655851620931,1.0315038448764278,,1,0.6521739130434783,,Anthony Leal,0,1,0,0,Indiana,1.272727,0.4,0.583333
2 | 3,"6' 06""",3.0,Big Ten,High,14.876259400578293,0,10.554102953112977,2.0907175373785707,,0,0.3387096774193548,,Jordan Geronimo,1,0,0,0,Maryland,0.481481,0.166667,0.6875
4 | 5,"6' 09""",1.0,AAC,Mid,16.93110106595504,,15.541234560540824,0.5382573920967797,0,,0.330188679245283,,Matthew Reed,1,0,1,0,Tulsa,0.65,0.314286,0.657895
3 | 4,"6' 08""",2.0,Big Ten,High,14.071619677815143,0,9.741890546179716,0.9335978440088893,0,1,0.3877551020408163,,Kaleb Banks,1,0,0,1,Indiana,1.777778,0.263158,0.473684
3 | 4,"6' 07""",3.0,Big Sky,Low,14.232598023683058,0,9.38745827093989,1.2355106369495081,1,1,0.49107142857142855,,Sam Lecholat,0,1,1,0,Montana St.,1.222222,0.272727,0.714286
3 | 4,"6' 08""",,AAC,Mid,9.964585080479072,0,11.323392136908037,0.48237650503228235,0,0,0.4166666666666667,,Jarred  Hall,1,1,0,0,Tulsa,0.714286,0.25,0.5625
1 | 2,"6' 04""",1.0,AAC,Mid,40.098231176467635,1,13.366077058822544,0.0,,0,0.5,,Ben Radford,,1,0,1,Tulsa,0.0,1.0,0.0
2 | 3,"6' 06""",5.0,CAA,Low,20.664044215014925,1,14.083138414054758,0.24480969579571824,,0,0.2288135593220339,,Messiah Jones,1,0,1,0,Towson,0.333333,0.37037,0.717391
3 | 4,"6' 07""",5.0,Pac-12,High,33.89462692513361,1,10.971003604387368,0.8609350723232403,0,0,0.2751842751842752,,Keion Brooks Jr.,1,0,1,1,Washington,0.75,0.366071,0.788889
3 | 4,"6' 07""",2.0,MAAC,Low,0.0,0,20.066893994475283,0.0,0,0,1.0,,Mack Wall,1,1,0,0,Marist,0.0,0.0,0.0
3 | 4,"6' 08""",1.0,MEAC,Other,17.215293881954103,1,14.037085780670271,1.6685592531740134,1,0,0.0425531914893617,,James Marrow,0,0,1,0,South Carolina St.,0.315789,0.5,0.827586
2 | 3,"6' 05""",2.0,America East,Low,11.933767388121876,0,11.933767388121876,0.0,,0,0.0,,Robby Phillips,1,0,0,0,Binghamton,0.5,0.0,0.0
1 | 2,"6' 03""",4.5,Big South,Low,33.53539658521828,0,4.427833748264751,0.14807837453213266,,1,0.29780564263322884,,Duke Miles,,0,1,1,High Point,2.044444,0.336842,0.807339
1 | 2,"6' 02""",1.0,Big Ten,High,7.031128773000943,0,5.201108955370562,0.0,,0,0.42105263157894735,,Gabe Cupps,,1,0,0,Indiana,1.416667,0.34375,0.615385
1 | 2,"6' 03""",4.5,Pac-12,High,14.95290844172508,0,10.10331651467911,0.0,,0,0.4375,,Devin Askew,,1,1,0,California,1.363636,0.142857,0.789474
4 | 5,"6' 09""",2.0,ACC,High,19.114042486459255,,7.905190411066482,0.7114671369959834,0,,0.5070422535211268,,Chauncey Wiggins,0,0,1,1,Clemson,1.130435,0.333333,0.736842
1 | 2,"6' 02""",5.0,Big 12,High,18.78172832011023,0,14.040709520859105,1.0503180109110186,,0,0.1875,,Mylik Wilson,,0,0,0,Houston,1.4,0.190476,0.619048
1,"5' 10""",4.5,ACC,High,26.936026936026938,0,0.0,0.0,,1,0.8571428571428571,,KJ Marshall,,1,0,1,Pittsburgh,3.0,0.166667,0.5
1 | 2,"6' 02""",4.5,AAC,Mid,28.66486573944161,1,6.779351280279249,0.2321190927486917,,1,0.32792207792207795,,Lu'cye Patterson,,0,1,1,Charlotte,2.030303,0.356436,0.741071
1 | 2,"6' 04""",5.0,SoCon,Other,27.911950201151257,1,7.9996866620121985,0.8251850698097366,,0,0.48717948717948717,,Jaden Campbell,,1,1,0,Samford,1.0,0.473684,0.842105
4 | 5,"7' 01""",1.0,AAC,Mid,8.38251565232449,,10.9617512376551,2.5179787401790104,1,,0.0,,Mohamed Keita,0,0,0,0,Tulsa,0.125,0.0,0.4
3 | 4,"6' 07""",3.0,Big East,High,26.861546964604475,0,14.978097616208027,0.34164916876639795,0,0,0.3028571428571429,,Bryce Hopkins,0,0,1,0,Providence,0.606061,0.188679,0.655172
3 | 4,"6' 07""",3.0,Big East,High,,0,,0.5698706774727911,0,0,0.3028571428571429,,Bryce Hopkins,0,0,1,0,Providence,0.606061,0.188679,0.655172
4 | 5,"6' 11""",5.0,Pac-12,High,26.679741812216353,,20.577805728643757,1.235966627991726,1,,0.13432835820895522,,Fardaws Aimaq,1,0,1,1,California,0.954545,0.333333,0.656
1,"6' 01""",4.5,AAC,Mid,20.25422816235797,1,4.6616874341935,0.0,,0,0.5596330275229358,,Jose Placer,,1,1,0,South Fla.,1.2,0.377049,0.846154
2 | 3,"6' 06""",2.0,Big 12,High,20.210979849361276,1,13.843136883124162,0.5025058688574071,,1,0.3619047619047619,,Darrion Williams,1,0,1,1,Texas Tech,1.522727,0.434211,0.880597
2 | 3,"6' 06""",3.0,WCC,Mid,9.64881753221485,0,8.546095528533153,0.36389826121496005,,0,0.21212121212121213,,Lamaj Lewis,0,0,0,0,LMU (CA),0.916667,0.142857,0.333333
4 | 5,"6' 10""",1.0,Summit League,Mid,,,,0.3575951719323621,0,,0.525,,Jamal Ambrose,,0,0,,Omaha,0.25,0.333333,0.5
2 | 3,"6' 06""",4.5,MAAC,Low,7.150518438149869,0,8.083194756169416,1.0725777657224804,,1,0.2962962962962963,,Jack Brown,0,0,1,0,Fairfield,1.0,0.25,0.75
2 | 3,"6' 06""",4.5,MAAC,Low,,0,,1.7747103683770746,,1,0.2962962962962963,,Jack Brown,0,0,1,0,Fairfield,1.0,0.25,0.75
1 | 2,"6' 03""",5.0,Mountain West,Mid,29.43817957185859,1,6.653405191081045,0.0,,0,0.4630681818181818,,Sam Griffin,,1,1,1,Wyoming,1.295775,0.398773,0.836364
1 | 2,"6' 02""",4.5,AAC,Mid,18.67710094039203,1,3.290727308545263,0.0,,0,0.8562874251497006,,Matteo Picarelli,,1,1,0,Temple,1.0,0.363636,0.784314
2 | 3,"6' 06""",1.0,WCC,Mid,11.177949986628391,1,10.589636829437424,0.7765733674920777,,1,0.2,,Aaron McBride,1,0,0,0,LMU (CA),6.0,0.333333,0.666667
4 | 5,"6' 09""",3.0,Ivy League,Low,13.534088844305833,,14.265661214268308,1.0095698705482188,1,,0.0,,Jake Tavroff,0,0,0,0,Columbia,1.157895,0.0,0.625
1,"6' 01""",1.0,NEC,Low,19.345454090687564,1,5.580419449236796,0.26786013356336624,,1,0.5625,,Jameel Morris,,1,1,0,FDU,2.8,0.611111,0.714286
2 | 3,"6' 06""",2.0,Southland,Other,28.812509578267093,1,5.567162867665166,0.27347466718355207,,0,0.6889952153110048,,B.B. Knight,0,1,1,0,Lamar University,0.463415,0.381944,0.864865
4 | 5,"6' 10""",4.5,ACC,High,32.61548804643479,,16.355012846473095,0.7714271955330663,0,,0.0,,Lynn Kidd,1,0,1,1,Virginia Tech,0.941176,0.0,0.876543
2 | 3,"6' 05""",2.0,MEAC,Other,21.681298268079637,0,9.31098698629187,0.0,,1,0.20809248554913296,,Jordan Simpson,0,0,0,0,South Carolina St.,1.241379,0.25,0.648649
2 | 3,"6' 05""",2.0,MEAC,Other,,0,,1.434130817478274,,1,0.20809248554913296,,Jordan Simpson,0,0,0,0,South Carolina St.,1.241379,0.25,0.648649
3 | 4,"6' 08""",4.5,MEAC,Other,13.130362940437456,0,12.128894580573585,1.7136236379892953,1,1,0.02564102564102564,,Caleb McCarty,0,0,0,0,South Carolina St.,1.333333,0.0,0.634146
1 | 2,"6' 04""",4.5,MEAC,Other,24.41330609759629,1,5.363529369926458,0.1294645020327076,,0,0.37272727272727274,,Atiba Taylor,,0,1,0,South Carolina St.,0.92,0.365854,0.886364
