Basketball Players New2 - Person → Positionnew,Basketball Players New2 - Person → Height Ft In,Player Eligibility 2024 - Name → Eligibility Year,Basketball Conferences Tiers - Conference → Conference Name,Basketball Conferences Tiers - Conference → Conf Tier,Overall Dataset - Person → Pts/100 Poss,Dataset for conditionals - Person → 3fg% Conditional,Overall Dataset - Person → Reb/100 Poss,Overall Dataset - Person → Blk/40,Dataset for conditionals - Person → Blk/40 Conditional,Dataset for conditionals - Person → A:to Conditional,Dataset for conditionals - Person → 3fg/fga,Tv Name,Name,Dataset for conditionals - Person → Rebs/100 Conditional,Dataset for conditionals - Person → 3fga/fga Conditional,Dataset for conditionals - Person → Ft% Conditional,Dataset for conditionals - Person → Pts/100 Conditional,Basketball Teams - Team → Team Name,Assists Turnover Ratio,Three Pointers Percentage,Free Throws Percentage
4 | 5,"6' 09""",2.0,Big West,Low,15.637549233778373,,13.06428163834649,0.9144997146842542,0,,0.4626865671641791,,Harry Rouhliadeff,0,0,1,0,Hawaii,0.384615,0.258065,0.777778
1 | 2,"6' 04""",2.0,MAAC,Low,29.41735333196978,0,12.998365425754088,0.7333814598109676,,0,0.3409090909090909,,Michael Eley,,0,1,1,Siena,0.84375,0.28,0.705882
1 | 2,"6' 04""",1.0,Sun Belt,Mid,9.605443933660062,0,7.400915817738081,0.33540320620813,,1,0.4444444444444444,,Ryan Nutter,,1,1,0,Marshall,2.1,0.166667,0.794118
1 | 2,"6' 03""",5.0,Big East,High,19.303053008483136,0,4.847403446076482,0.412029292916501,,1,0.4079601990049751,,"Chico Carter, Jr.",,1,1,0,DePaul,1.945946,0.329268,0.755556
1 | 2,"6' 04""",3.0,OVC,Low,12.734791885885281,0,8.989264860624903,0.24720478366718487,,0,0.2857142857142857,,Jaylin Gibson,,0,1,0,Eastern Ill.,1.428571,0.25,0.785714
4 | 5,"6' 10""",2.0,MVC,Mid,21.0864810239722,,11.354259012908107,3.746905474259676,1,,0.08695652173913043,,Kyle Thomas,0,0,1,1,Bradley,0.833333,0.0,0.666667
4 | 5,"6' 10""",2.0,MVC,Mid,,,,0.14419480744440807,1,,0.08695652173913043,,Kyle Thomas,0,0,1,1,Bradley,0.833333,0.0,0.666667
1,"6' 01""",1.0,OVC,Low,21.68375459830769,1,9.269391278665884,0.22511378819617145,,0,0.39111111111111113,,Jaylen Jones,,0,0,0,Tennessee St.,1.101449,0.375,0.681818
1,"6' 01""",1.0,OVC,Low,,1,,0.0,,0,0.39111111111111113,,Jaylen Jones,,0,0,0,Tennessee St.,1.101449,0.375,0.681818
3 | 4,"6' 07""",3.0,Big East,High,22.75836300328196,1,7.6128326947598115,1.2340802473610641,1,0,0.6271186440677966,,David Joplin,0,1,1,0,Marquette,0.419355,0.385135,0.658537
1 | 2,"6' 04""",1.0,Summit League,Mid,,0,,1.0068543546450837,,0,0.5925925925925926,,Jayson Petty,,1,1,,Kansas City,0.375,0.3125,0.730769
4 | 5,"7' 01""",2.0,Big West,Low,18.78363612057364,,13.840573983580578,3.2624210104154217,1,,0.0,,Mor Seck,0,0,0,0,Hawaii,0.0,0.0,0.604651
1 | 2,"6' 03""",5.0,SEC,High,20.882720322367323,1,7.734340860136046,0.0,,1,0.6,,Andrew Taylor,,1,1,1,Mississippi St.,4.5,0.4,1.0
3 | 4,"6' 08""",4.5,Sun Belt,Mid,19.32152264015697,0,18.0126453000173,1.7701007838079288,1,1,0.0,,Nate Martin,1,0,1,0,Marshall,1.782609,0.0,0.690909
1 | 2,"6' 04""",5.0,Pac-12,High,26.628217219814104,0,8.359237810777085,0.22920490771485555,,1,0.449685534591195,,Jermaine Couisnard,,1,1,1,Oregon,1.622222,0.34965,0.712
1 | 2,"6' 03""",2.0,MAC,Mid,21.044741527937976,1,8.106122662613146,0.10132653328266433,,1,0.3333333333333333,,Nate Johnson,,0,0,0,Akron,2.545455,0.432432,0.65
4 | 5,"6' 09""",1.0,CAA,Low,26.877830231000612,,12.405152414307974,0.0,0,,0.0,,Nick Evans,0,0,0,1,William & Mary,0.666667,0.0,0.5
4 | 5,"6' 09""",4.5,Big West,Low,26.43898538363994,,16.57749887398646,1.1782776122741145,1,,0.0,,Bernardo Da Silva,0,0,0,0,Hawaii,0.833333,0.0,0.527397
3 | 4,"6' 08""",3.0,OVC,Low,13.370046679311924,0,11.201931001585667,0.47698544909977675,0,1,0.09523809523809523,,Lazar Grbovic,0,0,0,0,Eastern Ill.,1.666667,0.0,0.5
3 | 4,"6' 08""",5.0,America East,Low,22.606119632889794,1,11.984831678389192,0.9817514811997853,0,0,0.6204081632653061,,Jaxson Baker,0,1,1,0,New Hampshire,0.909091,0.375,0.813559
3 | 4,"6' 07""",2.0,Sun Belt,Mid,13.968734175032358,0,7.214620947544185,0.5295838780644135,0,0,0.6,,Ian Granja,0,1,1,0,Coastal Carolina,0.785714,0.222222,0.681818
3 | 4,"6' 08""",2.0,SEC,High,14.549763157254125,0,10.52059797524529,0.35814801617856307,0,1,0.49557522123893805,,Zachary Davis,1,1,1,1,South Carolina,1.217391,0.285714,0.666667
1 | 2,"6' 03""",5.0,SWAC,Other,10.82124653381947,0,5.902498109356074,0.15985932379506035,,0,0.39344262295081966,,Zahad Munford,,0,0,0,Grambling,0.666667,0.125,0.4375
1 | 2,"6' 04""",2.0,OVC,Low,19.507313401904014,0,3.6576212628570026,0.7924846069523506,,0,0.32142857142857145,,Trent Scott,,0,0,0,Morehead St.,1.333333,0.222222,0.5
1 | 2,"6' 04""",1.0,MAAC,Low,14.417804047139983,0,14.14053858469498,0.5573035795144493,,0,0.17475728155339806,,Michael Evbagharu,,0,0,0,Siena,0.804878,0.222222,0.466667
1,"6' 01""",2.0,Sun Belt,Mid,,1,,0.7152542963269224,,0,0.17391304347826086,,Patrick McCraney,,0,1,,ULM,1.25,0.5,0.875
1 | 2,"6' 04""",1.0,Big East,High,11.581555753791537,0,8.080155177063865,0.3770739082629803,,0,0.4117647058823529,,Tre Norman,,1,1,0,Marquette,0.888889,0.095238,0.75
4 | 5,"6' 10""",1.0,MVC,Mid,20.608117001120387,,12.385173764220134,2.3450615897826648,1,,0.35064935064935066,,Joshua Hughes,1,0,1,1,Evansville,1.032258,0.407407,0.704545
4 | 5,"6' 10""",1.0,MVC,Mid,13.51283040798037,,0.0,0.0,1,,0.35064935064935066,,Joshua Hughes,1,0,1,1,Evansville,1.032258,0.407407,0.704545
4 | 5,"6' 10""",1.0,MVC,Mid,,,,0.0,1,,0.35064935064935066,,Joshua Hughes,1,0,1,1,Evansville,1.032258,0.407407,0.704545
1 | 2,"6' 03""",2.0,MAC,Mid,25.129394147325296,0,6.747707687707718,0.0,,0,0.5960264900662252,,Reggie Bass,,1,1,1,Kent St.,0.972973,0.344444,0.851852
3 | 4,"6' 08""",,Big East,High,27.309473643104432,1,10.081992061791242,0.5324857943314987,0,1,0.15137614678899083,,Da'Sean  Nelson,1,0,1,1,DePaul,1.12766,0.333333,0.696629
2 | 3,"6' 06""",2.0,ACC,High,41.79291610072093,0,0.0,0.0,,1,0.5533333333333333,,Justin Taylor,1,1,1,0,Syracuse,1.208333,0.301205,0.722222
2 | 3,"6' 06""",2.0,ACC,High,12.382502606344548,0,9.729109190699289,0.4395788425252315,,1,0.5533333333333333,,Justin Taylor,1,1,1,0,Syracuse,1.208333,0.301205,0.722222
3 | 4,"6' 07""",3.0,WAC,Mid,19.86452837445595,1,13.62799039642908,1.4551921948729358,1,0,0.2,,Caleb Stearman,1,0,1,0,Utah Tech,0.47619,0.4,0.727273
1 | 2,"6' 03""",1.0,Ivy League,Low,23.491282879219266,1,2.610142542135474,0.0,,0,1.0,,Ryan Duncan,,1,0,0,Princeton,1.0,1.0,0.0
3 | 4,"6' 07""",1.0,Pac-12,High,11.619507862774274,0,6.971704717664565,0.5344973616876166,0,0,0.16666666666666666,,Harrison Carrington,1,0,0,1,Colorado,0.0,0.0,0.625
1,"6' 00""",3.0,CAA,Low,0.0,0,2.8592125675979325,1.944264545966594,,1,0.4,,Sam Fagan,,1,0,0,Monmouth,2.0,0.0,0.0
3 | 4,"6' 07""",3.0,MEAC,Other,,1,,0.8307157135069182,0,0,0.23553719008264462,,Troy Hupstead,,0,1,,UMES,0.52,0.333333,0.711111
2 | 3,"6' 05""",2.0,Horizon,Low,15.114099425325348,0,13.188736441207471,0.3927740487600473,,1,0.16831683168316833,,Isaiah Jones,1,0,1,0,Oakland,1.515152,0.235294,0.72549
2 | 3,"6' 05""",2.0,Horizon,Low,,0,,2.8021015761821366,,1,0.16831683168316833,,Isaiah Jones,1,0,1,0,Oakland,1.515152,0.235294,0.72549
3 | 4,"6' 08""",2.0,ACC,High,18.46496485975149,1,13.422609071127043,1.3614360629286002,1,1,0.10191082802547771,,Maliq Brown,1,0,1,1,Syracuse,1.441176,0.375,0.730769
3 | 4,"6' 07""",5.0,CAA,Low,28.41423164178926,0,14.50621299607136,1.036371711987366,1,0,0.2049469964664311,,Chris Doherty,1,0,1,1,Northeastern,0.875,0.241379,0.735632
4 | 5,"6' 10""",3.0,Mountain West,Mid,23.020980484486998,,12.556898446083817,0.0,0,,0.0,,Jackson Grant,0,0,1,0,Utah St.,0.0,0.0,0.833333
1 | 2,"6' 02""",2.0,ACC,High,16.40464213126364,0,5.678529968514336,0.7466215328972553,,0,0.5316455696202531,,"Kyle Cuffe, Jr.",,1,0,1,Syracuse,1.0,0.285714,0.461538
2 | 3,"6' 05""",1.0,Big Ten,High,33.24867127192072,0,11.082890423973575,3.9344261005106196,,0,0.3333333333333333,,Bragi Gudmundsson,1,0,0,1,Penn St.,0.5,0.0,0.0
1 | 2,"6' 04""",3.0,Big Sky,Low,19.893718060633027,0,8.125603151526166,0.2857970763640238,,1,0.15311004784688995,,Jayden Jackson,,0,1,0,Northern Ariz.,1.512821,0.21875,0.741935
1 | 2,"6' 04""",3.0,Big Sky,Low,,0,,0.9147212941120129,,1,0.15311004784688995,,Jayden Jackson,,0,1,0,Northern Ariz.,1.512821,0.21875,0.741935
4 | 5,"6' 09""",1.0,Big Sky,Low,17.681511769256275,,11.701000435537239,1.4145209415405018,1,,0.0,,Rockwell Reynolds,0,0,0,0,Northern Ariz.,0.470588,0.0,0.6
3 | 4,"6' 08""",1.0,SWAC,Other,4.238105010879488,0,7.416683769039106,0.229564021422639,0,0,0.43333333333333335,,Chidi Umeh,0,1,0,0,Mississippi Val.,0.25,0.153846,0.285714
4 | 5,"6' 10""",1.0,Big East,High,9.699381239287813,,12.065083980577523,1.175754262420986,1,,0.4166666666666667,,Lazar Djokovic,1,0,0,0,Xavier,0.590909,0.2,0.5
1 | 2,"6' 03""",5.0,Big Sky,Low,20.146977003735337,1,5.9307118452554235,0.34537674863546286,,1,0.7134146341463414,,Josh Vazquez,,1,1,0,Montana,2.235294,0.410256,0.875
3 | 4,"6' 08""",4.5,Big Ten,High,19.10347062061125,0,8.64819278095239,0.27493508393177,0,0,0.48760330578512395,,Puff Johnson,0,1,1,1,Penn St.,0.666667,0.305085,0.708333
4 | 5,"6' 09""",4.5,Big Sky,Low,17.223273393681882,,9.10373022237471,0.11482182262454589,0,,0.6482412060301508,,Riley Abercrombie,0,1,1,0,Northern Colo.,1.35,0.325581,0.8
1,"5' 10""",1.0,Big South,Low,,1,,0.0,,0,0.4473684210526316,,Darryl Simmons II,,1,1,,Gardner-Webb,1.833333,0.352941,0.75
1 | 2,"6' 04""",3.0,OVC,Low,21.79397768296685,1,5.298927907231156,0.11281588447653429,,0,0.3303964757709251,,Corey Sawyer Jr,,0,1,0,Eastern Ill.,1.466667,0.36,0.730159
2 | 3,"6' 06""",2.0,ASUN,Low,18.467043248949906,0,13.190745177821361,0.513744812188832,,0,0.3944954128440367,,Jacobi Sebock,1,0,1,0,Queens (NC),0.48,0.255814,0.740741
1,"5' 10""",1.0,Atlantic 10,Mid,14.564639690106992,0,7.162937552511636,0.0,,0,0.5111111111111111,,Mikkel Tyne,,1,1,0,Richmond,1.857143,0.275362,0.833333
3 | 4,"6' 07""",3.0,MVC,Mid,13.553871215536665,0,13.553871215536665,1.6743017383898233,1,0,0.47058823529411764,,Aaron Gray,0,1,1,0,Indiana St.,0.125,0.25,0.777778
1 | 2,"6' 03""",4.5,CUSA,Mid,26.202121411407475,0,10.719049668303057,0.7622435319682175,,0,0.2777777777777778,,Camryn Weston,,0,1,0,Middle Tenn.,1.166667,0.2,0.777778
3 | 4,"6' 08""",4.5,CUSA,Mid,24.38186561079704,1,8.702875543797244,0.8398965604172579,0,0,0.5787781350482315,,Elias King,0,1,0,1,Middle Tenn.,0.489796,0.338889,0.645161
1 | 2,"6' 04""",,CAA,Low,11.56800431944654,1,7.3264027356494745,0.0,,0,0.2222222222222222,,Jayden Lemond ,,0,0,0,William & Mary,1.3,0.5,0.555556
1 | 2,"6' 02""",3.0,Southland,Other,,1,,0.2664848642966068,,0,0.8016194331983806,,Josiah Hammons,,1,1,,UIW,0.864865,0.353535,0.863014
1,"5' 10""",3.0,America East,Low,28.047673872264724,0,8.823181294855654,0.10329578101294425,,0,0.2852760736196319,,Ahmad Robinson,,0,0,1,New Hampshire,1.413793,0.301075,0.696552
1,"6' 00""",2.0,OVC,Low,,1,,0.0,,0,1.0,,Johnny Semany,,1,0,,Southern Ind.,0.0,0.5,0.5
1 | 2,"6' 02""",2.0,SoCon,Other,5.037529513012085,0,5.037529513012085,0.0,,0,0.42857142857142855,,Josh Davis,,1,0,0,The Citadel,0.8,0.333333,0.0
1 | 2,"6' 03""",1.0,Horizon,Low,,0,,0.3777124463248187,,1,0.5202312138728323,,Corey Hadnot II,,1,1,,Purdue Fort Wayne,1.791667,0.255556,0.7
2 | 3,"6' 06""",3.0,Patriot,Low,26.16716450180399,0,14.7730538328503,3.21549661085231,,0,0.0,,Caleb Kenney,0,0,0,0,Holy Cross,0.719298,0.0,0.557143
1,"6' 01""",3.0,MVC,Mid,24.948874926672094,0,4.297915428544352,0.06813768362326413,,0,0.13,,"Brian Moore, Jr.",,0,1,1,Murray St.,1.37931,0.192308,0.789474
1,"0' 00""",2.0,Pac-12,High,0.0,0,0.0,0.0,,0,,,Andre Warren,,,0,0,Oregon,0.0,0.0,0.0
2 | 3,"6' 05""",,Sun Belt,Mid,31.399379080013478,0,10.331408600520563,0.06887605733680376,,0,0.018433179723502304,,Samuel  Tabe ,1,0,1,1,South Alabama,0.636364,0.0,0.780952
1,"6' 00""",4.5,Big South,Low,,0,,0.0,,0,,,Anthony Phillips,,,0,,Gardner-Webb,0.0,0.0,0.0
1,"5' 10""",1.0,MAAC,Low,0.0,0,0.0,0.0,,0,,,Rohan Chappali,,,0,0,Iona,0.0,0.0,0.0
3 | 4,"6' 08""",1.0,OVC,Low,22.28426979141059,0,12.769637745639775,1.481444901863438,1,1,0.271356783919598,,Jaylen Crocker-Johnson,1,0,1,0,Little Rock,1.116279,0.259259,0.689189
1,"6' 01""",,AAC,Mid,8.324488564233835,1,8.324488564233835,0.0,,1,0.4,,Joe Cooper,,1,0,0,Memphis,2.5,0.5,0.5
4 | 5,"6' 09""",3.0,CUSA,Mid,25.2344703110485,,15.501174619644077,2.5775208960570968,1,,0.0,,Andres Burney,1,0,0,1,Jacksonville St.,0.193548,0.0,0.615385
3 | 4,"6' 08""",2.0,NEC,Low,,0,,0.893704970640144,0,0,0.19626168224299065,,Miles Webb,,0,0,,Saint Francis (PA),0.9375,0.285714,0.515152
2 | 3,"6' 05""",1.0,CUSA,Mid,16.125319182815154,0,16.125319182815154,0.47674856714410013,,0,0.6666666666666666,,Keylon Dorsey,1,1,0,0,New Mexico St.,0.0,0.277778,0.333333
2 | 3,"6' 06""",2.0,Ivy League,Low,16.048133226165742,0,9.86291521191436,0.7606146476984803,,0,0.17567567567567569,,Casey Simmons,0,0,0,0,Yale,0.615385,0.230769,0.566667
3 | 4,"6' 08""",3.0,WAC,Mid,13.649692530587547,0,10.201349154439114,0.5100674577219557,0,0,0.13333333333333333,,Dwayne Koroma,1,0,0,0,UT Arlington,0.772727,0.125,0.564103
3 | 4,"6' 07""",5.0,MAAC,Low,34.78198068952749,1,11.093689900974995,1.2424932689091994,1,0,0.10582010582010581,,Mervin James,0,0,1,1,Rider,0.682927,0.425,0.839161
1,"6' 00""",3.0,WCC,Mid,26.019005282698647,1,6.488366556642735,0.18613091940268048,,0,0.22972972972972974,,Wayne McKinney III,,0,1,0,San Diego,1.360656,0.352941,0.75
1 | 2,"6' 04""",2.0,ACC,High,13.45182400426369,0,5.41457066838287,0.23011925340627196,,1,0.4207650273224044,,MJ Collins,,1,1,0,Virginia Tech,2.241379,0.233766,0.925926
1 | 2,"6' 04""",5.0,MAAC,Low,31.15849635381513,1,6.627362716525758,0.2650945086610303,,0,0.49049429657794674,,Idan Tretout,,1,0,1,Iona,1.104167,0.356589,0.663265
1 | 2,"6' 04""",4.5,AAC,Mid,26.075452722230658,0,9.100844283445209,0.42334264419621537,,0,0.3456221198156682,,Alejandro Vasquez,,0,1,0,UAB,0.771429,0.32,0.859375
4 | 5,"6' 09""",1.0,AAC,Mid,17.41031776005299,,10.55732034386192,0.8066163175003274,0,,0.42567567567567566,,Keanu Dawes,0,0,1,1,Rice,1.0,0.285714,0.71875
3 | 4,"6' 07""",5.0,America East,Low,14.000415422553758,1,9.192191944100951,2.174306940623879,1,1,0.7055214723926381,,Connor Withers,0,1,1,0,Bryant,1.588235,0.365217,0.83871
4 | 5,"7' 00""",2.0,CAA,Low,14.246681532936378,,9.1585809854591,0.0,0,,0.1,,Amaan Sandhu,0,0,0,0,Monmouth,0.4,0.0,0.5
4 | 5,"6' 11""",1.0,CUSA,Mid,7.973754800708717,,11.391078286726739,0.7745933234974183,0,,0.25,,Yaak Yaak,1,0,1,0,New Mexico St.,0.25,0.0,0.833333
1,"6' 01""",1.0,Big 12,High,18.50466922998588,1,0.0,4.256073922896753,,0,0.3333333333333333,,Michael Kalina,,0,0,1,UCF,0.0,1.0,0.0
4 | 5,"6' 10""",5.0,ACC,High,16.05084010283736,,17.73057918336685,1.9037042912667566,1,,0.018518518518518517,,Ryan Young,1,0,1,0,Duke,1.04,0.0,0.714286
2 | 3,"6' 05""",1.0,CAA,Low,0.0,0,6.467678491417614,0.0,,0,0.0,,Jack Leahy,0,0,0,0,Monmouth,0.0,0.0,0.0
2 | 3,"6' 06""",4.5,SWAC,Other,13.131277384271188,1,7.122048750791152,0.3249434742548463,,1,0.8163265306122449,,Kaine McColley,0,1,0,0,Ark.-Pine Bluff,1.363636,0.35,0.636364
4 | 5,"6' 09""",5.0,ACC,High,16.101511212866694,,10.273356847473226,1.6792987154523542,1,,0.5080645161290323,,Robbie Beran,0,0,1,0,Virginia Tech,0.962963,0.333333,0.83871
1,"6' 00""",1.0,Atlantic 10,Mid,25.96630447312063,0,4.73217698341918,0.16987301991761158,,0,0.3910891089108911,,Jaylen Curry,,0,1,1,Massachusetts,1.676471,0.265823,0.722222
1,"6' 00""",1.0,Atlantic 10,Mid,,0,,1.4209170802026772,,0,0.3910891089108911,,Jaylen Curry,,0,1,1,Massachusetts,1.676471,0.265823,0.722222
2 | 3,"6' 06""",1.0,MAC,Mid,11.159846580880806,0,8.143671829291398,0.3368061805941504,,0,0.4444444444444444,,Cayden Vasko,1,1,0,0,Central Mich.,0.853659,0.232143,0.526316
3 | 4,"6' 08""",1.0,MVC,Mid,4.630076078284818,0,32.410532547993725,0.0,0,0,0.125,,Augustinas Kiudulas,1,0,0,0,Indiana St.,0.2,0.0,0.0
2 | 3,"6' 05""",2.0,SWAC,Other,22.3981002943081,0,8.662248732605343,0.8785995143071135,,0,0.16216216216216217,,Jayland Randall,0,0,1,0,Alabama A&M,0.540541,0.208333,0.794118
1 | 2,"6' 04""",2.0,Big South,Low,31.054045353336793,0,7.166318158462337,0.8121827246257315,,1,0.9642857142857143,,Dean Gabrelcik,,1,0,1,UNC Asheville,1.5,0.296296,0.0
1,"6' 00""",1.0,OVC,Low,11.93001065980254,0,3.8630510707932038,0.1590668087973672,,1,0.47101449275362317,,BJ Ward,,1,0,0,Southeast Mo. St.,2.409091,0.153846,0.6
1 | 2,"6' 03""",,Patriot,Low,4.95051955702751,0,8.250865928379184,0.6237654641854663,,0,0.38095238095238093,,Kendall Hailey,,0,1,0,Army West Point,1.307692,0.0,0.833333
2 | 3,"6' 06""",1.0,MVC,Mid,,0,,0.5431805949514634,,1,0.7878787878787878,,Kyle Pock,,1,1,,UNI,1.2,0.307692,0.8125
4 | 5,"6' 10""",2.0,ACC,High,27.490127575215322,,18.16738865840317,2.885268172459556,1,,0.1935483870967742,,Jalen Washington,1,0,0,1,North Carolina,0.416667,0.5,0.625
1,"6' 00""",2.0,Patriot,Low,26.657323909334636,1,6.981680071492404,0.0,,0,0.802547770700637,,Geoff Sprouse,,1,1,0,American,1.764706,0.396825,0.875
2 | 3,"6' 06""",2.0,Patriot,Low,3.3802056079017198,0,10.14061682370516,0.5408328972642752,,0,0.0,,Noah Jones,1,0,0,0,American,0.0,0.0,0.0
2 | 3,"6' 06""",1.0,Summit League,Mid,20.186878666642126,0,9.37247938094099,1.449129504283953,,1,0.6071428571428571,,Mambourou Mara,1,1,1,1,North Dakota,1.6,0.294118,1.0
4 | 5,"7' 00""",2.0,Summit League,Mid,17.970662929107643,,14.55851174003657,4.52223770924886,1,,0.05660377358490566,,Isaiah Carr,1,0,1,0,Denver,0.208333,0.166667,0.673469
4 | 5,"7' 00""",2.0,Summit League,Mid,,,,0.3934700400722185,1,,0.05660377358490566,,Isaiah Carr,1,0,1,0,Denver,0.208333,0.166667,0.673469
1,"5' 08""",5.0,Horizon,Low,,1,,0.04723842217656479,,1,0.7446043165467626,,Quinton Morton-Robertson,,1,1,,Purdue Fort Wayne,2.129032,0.410628,0.860759
4 | 5,"6' 11""",4.5,Atlantic 10,Mid,27.181668733435888,,9.513584056702562,1.4576169858304997,1,,0.0,,Noel Brown,0,0,1,1,St. Bonaventure,0.382353,0.0,0.763636
1 | 2,"6' 02""",1.0,Big South,Low,15.62944233581169,0,9.377665401487015,0.29919218185696667,,0,0.6388888888888888,,Jaylen Benard,,1,1,0,Longwood,0.571429,0.304348,1.0
1,"6' 00""",4.5,Patriot,Low,0.0,0,0.0,0.0,,0,0.5,,Alek Delev,,1,0,0,Bucknell,0.0,0.0,0.0
1 | 2,"6' 04""",2.0,Big 12,High,16.88899219359363,0,6.575632206522109,0.2824060989748443,,1,0.4048582995951417,,Milos Uzan,,1,0,1,Oklahoma,2.352941,0.29,0.69697
1 | 2,"6' 02""",5.0,MAC,Mid,26.824800834739516,0,13.051852019053367,0.34828975277363405,,0,0.2119205298013245,,Tyler Cochran,,0,1,1,Toledo,0.916667,0.34375,0.74359
3 | 4,"6' 07""",3.0,Sun Belt,Mid,17.6561483385187,0,8.82807416925935,0.0,0,0,0.3333333333333333,,Matt Davis,1,0,0,1,Georgia St.,0.0,0.0,0.0
2 | 3,"6' 06""",3.0,Big Sky,Low,25.603468284140433,1,9.738742537525809,0.7146980410603617,,0,0.2916666666666667,,Casey Jones,0,0,0,0,Eastern Wash.,0.816667,0.357143,0.677966
3 | 4,"6' 07""",1.0,Big East,High,15.072109981115206,0,7.005346892631012,0.5859017401109573,0,0,0.6428571428571429,,Brady Dunlap,1,1,0,1,St. John's (NY),0.555556,0.311111,0.416667
1,"5' 10""",,CAA,Low,21.238839494287316,0,4.957769449675137,0.12669855260280907,,1,0.33807829181494664,,Camian  Shell,,0,1,0,N.C. A&T,2.230769,0.294737,0.862903
1 | 2,"6' 02""",,CAA,Low,34.420060553894814,0,6.091396643866245,0.10127864299440265,,0,0.48984771573604063,,Landon  Glasper,,1,1,1,N.C. A&T,1.093023,0.310881,0.779141
1 | 2,"6' 03""",,Sun Belt,Mid,25.061110678713657,1,6.523639635438348,0.21960767089594438,,0,0.25496688741721857,,Isiah  Gaiter ,,0,1,1,South Alabama,1.038462,0.38961,0.8125
2 | 3,"6' 06""",4.5,SWAC,Other,24.00846405495708,0,8.40296241923498,0.4971752764714029,,0,0.2935323383084577,,Omari Peek,0,0,1,0,Alabama A&M,0.293103,0.322034,0.797101
1 | 2,"6' 04""",4.5,Pac-12,High,7.288629737609329,0,3.6443148688046647,0.0,,0,0.5,,Malachi Davis,,1,1,0,Arizona St.,0.0,0.0,1.0
1,"5' 11""",4.5,Big 12,High,0.0,0,0.0,0.0,,0,0.0,,Landen Long,,0,0,0,Cincinnati,0.0,0.0,0.0
1 | 2,"6' 02""",5.0,Sun Belt,Mid,23.120792514731818,1,7.099060236917658,0.1328631457184589,,0,0.46303501945525294,,Tyrell Jones,,1,1,0,South Alabama,0.967213,0.361345,0.75
4 | 5,"6' 11""",3.0,WCC,Mid,23.394401248318587,,14.785261588937347,1.291370948907186,1,,0.05063291139240506,,Vasilije Vucinic,0,0,0,0,Portland,0.583333,0.25,0.615385
3 | 4,"6' 07""",2.0,Horizon,Low,23.11127474296168,0,13.89799629813236,0.5309346900410116,0,0,0.18181818181818182,,Stephaun Walker,1,0,1,0,Robert Morris,0.651163,0.3,0.705882
1 | 2,"6' 03""",3.0,Big Sky,Low,26.72229741997973,0,8.602383416020873,0.05948456617461241,,1,0.22330097087378642,,Blaise Threatt,,0,1,0,Weber St.,1.564103,0.347826,0.705882
3 | 4,"6' 08""",,Patriot,Low,0.0,0,0.0,0.0,0,0,,,Nolan Naess,0,,0,0,Army West Point,0.0,0.0,0.0
1 | 2,"6' 03""",4.5,Patriot,Low,19.0573350215083,0,5.605098535737735,0.0,,0,0.6153846153846154,,Jon Brantley,,1,0,0,Lafayette,1.0,0.125,0.5
4 | 5,"6' 10""",,Big South,Low,25.814647093205497,,15.9804958196034,2.470830507492526,1,,0.0,,Michael  Moore,1,0,0,0,Winthrop,0.0,0.0,0.166667
3 | 4,"6' 08""",5.0,Summit League,Mid,26.010447092042504,1,9.645211383675335,0.16365235708367168,0,0,0.12598425196850394,,Luke Appel,0,0,0,1,South Dakota St.,0.696429,0.40625,0.604167
3 | 4,"6' 07""",1.0,Summit League,Mid,15.280662798748894,1,13.370579948905284,0.0,0,0,0.7142857142857143,,Jack Hastreiter,1,1,0,0,South Dakota St.,0.0,0.4,0.0
1 | 2,"6' 04""",2.0,MAAC,Low,11.4777612765511,0,5.73888063827555,1.951219417013687,,0,0.25,,Jack McFadden,,0,0,0,Rider,0.0,0.0,0.0
4 | 5,"6' 09""",4.5,Big West,Low,15.006903986206469,,15.006903986206469,0.0,0,,0.0,,Jeffrey Yan,0,0,0,0,Long Beach St.,0.0,0.0,0.5
2 | 3,"6' 05""",2.0,Summit League,Mid,15.148427874371757,1,10.300930954572795,0.8361932186653211,,0,0.7894736842105263,,Tanner Te Slaa,1,1,0,0,South Dakota St.,0.833333,0.466667,0.0
3 | 4,"6' 07""",2.0,Atlantic 10,Mid,13.173311454570737,0,8.10665320281276,1.3983976774852012,1,0,0.4444444444444444,,Ben Schwieger,0,1,0,0,Loyola Chicago,0.0,0.0,0.625
2 | 3,"6' 05""",3.0,SWAC,Other,19.067210822711026,0,11.755028031477186,0.7774979170425855,,0,0.10273972602739725,,Derrick Tezeno,0,0,0,0,Southern U.,0.8,0.266667,0.652174
1 | 2,"6' 04""",2.0,MEAC,Other,27.06283789412414,0,9.157214030640192,0.27389881252361287,,0,0.38823529411764707,,Po'Boigh King,,0,1,0,N.C. Central,0.804348,0.333333,0.744681
1 | 2,"6' 02""",2.0,ACC,High,0.0,0,13.562385018099816,0.0,,0,1.0,,JT Kelly,,1,0,0,Notre Dame,0.0,0.0,0.0
1 | 2,"6' 03""",2.0,ACC,High,0.0,0,21.774635160816405,0.0,,0,,,Vason Stevenson,,,0,0,Pittsburgh,0.0,0.0,0.0
